id,title,score_badge,score_text,score_subtext,thumbnail,site,full_address,full_description,room
421,大使商務飯店,7.5,好,179 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/48498927.jpg?k=626645718c0333566eb48fc2383c569ba01741a161d32308bb984eefb9147b80,https://www.booking.com/hotel/tw/da-shih-hotel.zh-tw.html,花蓮縣花蓮市Hualien City中正路495號,"Da Shih Hotel 位於花蓮市區，距離花蓮火車站 10 分鐘車程；距離南濱公園和夜市均不到 2 公里。
客房均設有空調、有線電視、免費 WiFi ，獨立衛浴內附淋浴設施、免費盥洗用品和吹風機。
館內公共區每日供應自助式早餐，含傳統中式及西式早餐。
飯店距離太魯閣國家公園 90 公里；距離遠雄海洋公園 25 分鐘車程；距離花​​蓮機場 8 公里。",標準雙人房、豪華雙人房、四人房、商務雙床房
422,花蓮亮君海景民宿-電梯包棟Bright King Homestay,8.9,很棒,610 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/122922059.jpg?k=0f35f3e5df681efd1c1501bef1c1086c3d085759e2c21ad6db4401cba147b6ad,https://www.booking.com/hotel/tw/hua-lian-liang-jun-hai-jing-min-su.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 10-1, Beibin Street.","花蓮亮君海景民宿-電梯包棟Bright King Homestay 位置便利，位於花蓮市，設有花園和 WiFi（免費），距離 Beibin Park Beach 、花蓮鐵道文化園區和東線鐵道遺址僅有很短的路程。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。住宿也提供冰箱和電熱水壺。
花蓮亮君海景民宿-電梯包棟Bright King Homestay 附近的人氣景點包括南濱公園（Nanbin Park）、花蓮文化創意產業園區和北濱公園。最近的機場是花蓮機場，距離這間住宿 6 公里。",海景豪華雙人房－附陽台、海景豪華雙人房－附陽台、山景四人房、加大雙人床房－附陽台、大型雙人房
423,花蓮五指山民宿建林館 市中心緊鄰遠東百貨,8.6,很棒,178 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/313656304.jpg?k=6890b697acae054526ab5ed71c75feb60a24ee63607a5cedc61aa602e7c7e00e,https://www.booking.com/hotel/tw/hualien-5fm-homestay.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 53, Jianlin Street","預訂花蓮五指山民宿建林館 市中心緊鄰遠東百貨可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
花蓮五指山民宿建林館位於花蓮，位處交通便利之地，提供現代化的住宿和全館免費 WiFi。
民宿距離花蓮機場和花蓮遠雄海洋公園均不到 15 分鐘車程，距離知名的太魯閣國家公園約 25 分鐘車程，距離花蓮遠東百貨公司則僅約 1 分鐘步行路程。
空調客房設有衣櫃和休息區，另備有平面電視、電熱水壺和冰箱。客房設有私人衛浴，內附淋浴設施、吹風機和免費盥洗用品。
館內工作人員提供親切的服務，可協助安排票券服務和旅遊行程。",豪華特大雙人床房、豪華家庭房、四人房－附衛浴
424,牛轉乾坤民宿,9.2,好極了,378 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/205417175.jpg?k=0d44cdacf837f4e5de038f4ff040339a0eec96cea76a1389817d208132119da1,https://www.booking.com/hotel/tw/niu-zhuan-gan-kun-min-su.zh-tw.html,花蓮縣花蓮市Hualien City榮正街78巷20號,"預訂牛轉乾坤民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
牛轉乾坤民宿位於花蓮市中心，提供免費 WiFi 和免費館內停車場。所有客房都提供可收看衛星頻道的平面電視。
牛轉乾坤民宿距離松園別館有 5 分鐘車程，距離花蓮火車站有 10 分鐘車程，距離七星潭有 15 分鐘車程，距離鯉魚潭則有 20 分鐘車程。
民宿提供觀光旅遊櫃檯以及汽機車出租服務，也設有共用休息室和行李寄存處。附近設有各式商店和餐館，步行 5 分鐘內皆可抵達。
所有客房均提供床單和毛巾，亦均設有私人衛浴，其中配有淋浴、吹風機和盥洗用品。",豪華雙人房、舒適四人房、家庭套房－附陽台、豪華雙人房
425,看見鐵道民宿,9.2,好極了,239 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/127701030.jpg?k=a1f808f7359cde3fa962e3ced10e964de951160194436d399f79e8a92d6492b5,https://www.booking.com/hotel/tw/kan-jian-tie-dao-min-su.zh-tw.html,花蓮縣花蓮市Hualien City自由街128之5號,"See Railway B&B 位於花蓮市，靠近 Beibin Park Beach 、花蓮文化創意產業園區和花蓮城隍廟，提供 WiFi（免費）。住客可以使用共用休息室和露台。
每個房型都設有私人衛浴和淋浴設施、空調、平面電視以及冰箱。
See Railway B&B 每個早上提供單點式和美式早餐兩種選擇。
這間住宿附近的人氣景點包括東線鐵道遺址、花蓮鐵道文化園區和美崙山生態公園。最近的機場是花蓮機場，距離 See Railway B&B 5 公里。",豪華雙人房－附陽台、豪華雙人房、四人房－附陽台、高級家庭房
426,波西米亞電梯民宿,9.6,傑出,5 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/318540154.jpg?k=9217e6d8aabd9fdd1e07ba9994c8a531aed6d7c3c95ed2b2fe9105491eccc116,https://www.booking.com/hotel/tw/bo-xi-mi-ya-min-su-bohemia-dian-ti-min-su.zh-tw.html,花蓮縣吉安東海一街168號,"Bohemia 位在花蓮縣的吉安，靠近 Beibin Park Beach ，提供 WiFi（免費）和免費私人停車位。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。住宿也提供冰箱和電熱水壺。
Bohemia 提供單點式或美式早餐。
這間住宿提供露台和花園。
Bohemia 距離花蓮慈惠堂 2.1 公里，距離花蓮阿美文化村 2.1 公里。最近的機場是花蓮機場，距離 Bohemia 7 公里。",河景豪華雙人或雙床房、景觀三人房、奢華四人房、海景四人房、海景豪華雙人房、海景特大雙人床房
427,何家民宿,9.2,好極了,255 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/210766347.jpg?k=99afc3e52fe9501d30681bf8b9afde5993e0fec73a2e827bd83cc17dd2c08932,https://www.booking.com/hotel/tw/he-jia-min-su.zh-tw.html,花蓮縣花蓮市Hualien City府前路524號,"預訂何家民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Hejia B&B 位於花蓮市，提供空調和 WiFi（免費），享山景，距離 Beibin Park Beach 2.7 公里，距離松園別館 2.6 公里。
Hejia B&B 設有附淋浴設施的私人衛浴，並提供平面電視、拖鞋和吹風機。
這間住宿的住客可以享用美式早餐。
住客還可以在共用休息室放鬆身心。
Hejia B&B 距離花蓮縣石雕博物館 1.7 公里，距離花蓮港 2.6 公里。最近的機場是花蓮機場，距離 Hejia B&B 2 公里。",經典四人房、特大雙人床房－附陽台、雙人房、加大雙人床房、山景雙人房、四人房－附陽台、四人房、標準雙床房、標準雙人房、山景雙人房
428,觀月民宿,8.9,很棒,807 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/97726778.jpg?k=56ece877717bfea8f5cd72f3bcc1da6f48275bb82b7066b8d11c09ef663b0641,https://www.booking.com/hotel/tw/sky-moon-bnb.zh-tw.html,花蓮縣花蓮市Hualien City國民八街92號,"預訂觀月民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
觀月民宿距離花蓮市中心有 7 分鐘車程。提供前往花蓮機場和花蓮火車站的免費接駁服務。館內提供免費 WiFi。
距離花​​蓮火車站僅有 2 分鐘車程。距離松園別館有 1 分鐘的車程，距離太魯閣國家公園有 30 分鐘的車程。
客房提供可收看有線和衛星頻道的平面電視、iPod 基座和電熱水壺。私人衛浴設有浴缸或淋浴設施，並備有吹風機和免費盥洗用品。
客人可在觀光旅遊櫃檯安排旅遊行程或租用汽車。民宿設有花園和共用休息室。亦提供自行車出租服務、行李寄存處和免費停車場。",標準雙人房、高級雙人房、豪華雙人房、四人房－附陽台
429,串門子旅宿 (市中心 近東大門夜市),9.5,傑出,308 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/255527715.jpg?k=e03d2cb538827a5e30c14b2907aebb59beacb0d1d748cb4d2509a0f3de2c5741,https://www.booking.com/hotel/tw/chuan-men-zi-guo-ji-qing-nian-bei-bao-ke-min-su.zh-tw.html,花蓮縣花蓮市Hualien City忠孝街42號1樓,"串門子背包客民宿位於花蓮市，環境溫馨，公共區域提供免費無線網路。
每間客房設有空調和陽台，私人衛浴附淋浴設施，另提供電風扇。
住客可於共用廚房自行烹飪，或在交誼廳放鬆身心。旅遊諮詢台工作人員可協助安排旅遊行程。",雙人房－附陽台、雙人房－附陽台（無停車位）、四人房－附陽台（無停車位）、雙人房－附陽台、四人房－附陽台
430,綠奇跡田野民宿,8.7,很棒,213 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/81230938.jpg?k=9e3b0099214ce61aef6d86363ea69e6ec49e2a93414474ab9f7e471ca94eab52,https://www.booking.com/hotel/tw/lu-qi-ji-tian-ye-min-su-the-green-mile-field-b-amp-b.zh-tw.html,花蓮縣吉安南海二街13號,"The Green Mile Field B&B 位於吉安，提供 WiFi（免費）、空調、餐廳和共用休息室，距離 Blue Coastal Beach 1.9 公里，距離花蓮阿美文化村 1.7 公里。館內提供私人停車位。
The Green Mile Field B&B 設有附淋浴設施的私人衛浴，並提供平面電視、拖鞋和吹風機。
這間住宿設有烤肉設備和花園，天氣合適時可供住客使用。
The Green Mile Field B&B 距離知卡宣森林公園 2.4 公里，距離花蓮慈惠堂 4.2 公里。最近的機場是花蓮機場，距離 The Green Mile Field B&B 8 公里。",雙人房－附陽台、標準雙人房－附 2 張雙人床、經典四人房
431,田園民宿,7,好,316 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/218993638.jpg?k=d0e40749a5cd57291974d085b2a36d842a1cbf6e1f7378bb50e1fa465894eec0,https://www.booking.com/hotel/tw/tian-yuan-min-su.zh-tw.html,花蓮縣玉里鎮三軒31-12號,"Field House B&B 位於花蓮縣的玉里鎮，提供 WiFi（免費）和免費私人停車位。
最近的機場是花蓮機場，距離 Field House B&B 73 公里。",標準雙人房、標準雙人房－附共用衛浴、家庭房－附共用衛浴、四人房－附共用衛浴、標準四人房
432,犀牛的家民宿,9.2,好極了,143 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/186144389.jpg?k=aa40eb0813ae7eb9d814e624fd6b87f3aecd67418dd899c8622b30d047c07cfb,https://www.booking.com/hotel/tw/rhino-hostel-xi-niu-de-jia.zh-tw.html,花蓮縣花蓮市Hualien City國聯一路129號,"Rhino Guest House 位在花蓮市，有附私人陽台的住宿。這間住宿提供的設施與服務包括旅遊諮詢台服務、行李寄放服務以及全館 WiFi（免費）。住宿距離當地的花蓮天惠堂和慈濟靜思堂分別為 700 公尺和 1.7 公里。
Rhino Guest House 的每間客房都有書桌、平面電視、私人衛浴、寢具和毛巾。這間住宿的客房均有空調和衣櫃。
Rhino Guest House 有露台。
Rhino Guest House 距離 Beibin Park Beach 2.3 公里，距離松園別館 3.2 公里。最近的機場是花蓮機場，距離這間住宿 4 公里。",標準加大雙人床房、標準加大雙人床房、標準加大雙人床房－附兩張加大雙人床、標準加大雙人床房－附兩張加大雙人床、標準四人房
433,太魯閣蘇西小空間,8.3,非常好,639 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/55641822.jpg?k=a4db841b80e3ea80ce2741318d299405b178e5c52fa8836845859b8052326909,https://www.booking.com/hotel/tw/taroko-susispace-guo-shun-min-su.zh-tw.html,花蓮縣新城鄉中正路20號,"預訂太魯閣蘇西小空間可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Taroko Susi Space 位於新城鄉，提供 WiFi（免費）、空調、免費自行車租借服務和共用休息室，距離 Chongde Beach 2.6 公里，距離長春祠 8 公里。
Taroko Susi Space 的住客可以享用美式早餐。
這間住宿的住客可在附近騎自行車，或使用花園。
Taroko Susi Space 距離七星柴魚博物館 14 公里，距離清水斷崖 14 公里。最近的機場是花蓮機場，距離 Taroko Susi Space 12 公里。住宿提供付費機場接駁服務。",6 床混合宿舍房的 1 個床位、標準雙人房、標準加大雙人床房－附兩張加大雙人床、家庭套房（6位成人）、家庭房、標準雙人房－附共用衛浴、6 床女性宿舍房的 1 個床位、家庭套房
434,角舍背包客棧 -近火車站,8.8,很棒,209 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/294803576.jpg?k=2b54a7dab05e783e591bdda73cee370bb0280ea0c2badb67bd9b9259e76c0882,https://www.booking.com/hotel/tw/jiao-she-bei-bao-ke-ke-zhan.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 743,  Zhongshan Road","預訂角舍背包客棧 -近火車站可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
角舍背包客棧位於花蓮，距離花蓮火車站僅 5 分鐘步行路程，提供簡潔實惠的客房，所有客房均提供免費無線網路。
客棧距離熱門的七星潭 10 分鐘車程，距離最近的夜市不到 15 分鐘步行路程。
旅客可選擇熱鬧的宿舍房或享受私人客房的自在。所有客房都設有空調，部分客房可享城市景觀。
角舍背包客棧設有交誼廳，旅遊諮詢台可提供旅遊資訊。",4 床女性宿舍房的 1 個床位、混合宿舍房的 1 個上下鋪床位、高級家庭房、日式客房、標準雙人間（無窗）
435,小花公寓,9.1,好極了,177 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/163102163.jpg?k=deab9b88740fb5f4372d1d95fd5bfcd7e55c38873372c730e0a509db9aad14c2,https://www.booking.com/hotel/tw/xiao-hua-gong-yu.zh-tw.html,花蓮縣花蓮市Hualien City民國路63號,"Flower House 位於花蓮市，提供空調和 WiFi（免費），享市景，距離 Beibin Park Beach 1.3 公里，距離松園別館 2.2 公里。
Flower House 附近的人氣景點包括花蓮文化創意產業園區、花蓮城隍廟和東線鐵道遺址。最近的機場是花蓮機場，距離這間住宿 5 公里。",8 床混合宿舍房的 1 個床位、豪華雙人房－附淋浴、四人房－附淋浴
436,花蓮歐洲之星民宿 文創園區旁 鄰香榭大道 名產街 近東大門夜市 太平洋公園 杰西廣場,9.3,好極了,101 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/112037228.jpg?k=ce4ae9584e6e6085134266ffac3912087e334849adfb95b2c4b99e4d26df915c,https://www.booking.com/hotel/tw/zstar.zh-tw.html,花蓮縣花蓮市Hualien City花蓮市中正路354號 - 和平路口,"花蓮歐洲之星民宿提供安靜且通風良好的住宿環境，館內設有附戶外休憩區的庭院，另提供免費早餐、免費停車位和免費 WiFi。
民宿位於中正和平路口，毗鄰博登藥局，距離離花蓮文化創意產業園區約 2 分鐘步行路程，距離東大門夜市約 12 分鐘步行路程，距離花蓮火車站約 12 分鐘車程，距離七星潭約 15 分鐘車程，距離遠雄海洋公園約 20 分鐘車程，距離花​​蓮機場約 25 分鐘車程。
舒適的客房設有分離式冷氣、平面有線電視、冰箱和電熱水壺。私人衛浴備有免費盥洗用品、毛巾、浴巾和吹風機。
從民宿步行不到 5 分鐘即可抵達著名的街區，客人可品嚐許多美味佳餚和購買當地紀念品，也可享用街頭小吃和餐館美食。",標準雙人房－附浴缸、雙臥室套房、遊戲房、雙床房、雙人房－附淋浴
437,山水美莊園民宿,8.3,非常好,43 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/145472872.jpg?k=61ea3ce6843f7605f5ebba5b454ae00da5c444a01e844cf1a4c2bd60bb2eb7f4,https://www.booking.com/hotel/tw/shan-shui-mei-min-su.zh-tw.html,花蓮縣豐坪村豐坪路２段1巷12弄3號,"Shan Shuimei B&B 位於豐坪村，設有免費自行車租借服務，提供 WiFi（免費），距離花蓮市 21 公里。館內提供私人停車位。
所有房型均有座位區、平面電視以及附拖鞋、熱水按摩池、淋浴設施和浴缸的私人衛浴。
Shan Shuimei B&B 的住客可以享用亞洲風味早餐。
這間住宿有陽光露台。
住客還可以在花園內或共用休息室放鬆身心。
最近的機場是花蓮機場，距離 Shan Shuimei B&B 24 公里。",四人房－附浴缸、園景平房小屋、園景平房小屋、四人房－附共用衛浴、山景雙人房
438,7街160民宿,7.7,好,49 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/110328517.jpg?k=e4c96d1a31a2253759fabf857ed979de1ae3d0c8bc7ed9263ca961607d1e5f95,https://www.booking.com/hotel/tw/7jie-160su.zh-tw.html,"花蓮縣吉安No.160, Nanhai 7th Street","7街160民宿位於花蓮縣的吉安，距離 Blue Coastal Beach 不到 1.9 公里，提供 WiFi（免費）、烤肉設備、共用休息室和免費私人停車位。
所有房型都有陽台、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。
7街160民宿有陽光露台。
這間住宿的住客可在附近騎自行車，或使用花園。
7街160民宿距離知卡宣森林公園 1.6 公里，距離花蓮阿美文化村 3.2 公里。最近的機場是花蓮機場，距離 7街160民宿 9 公里。",大型雙人房、加大雙人床房－附 2 張加大雙人床、家庭套房
439,紅瑛民宿,8.6,很棒,500 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/112614536.jpg?k=b670770f9cd729a86d11e9d74249c5ad8bcd2fe3a4f7f7b8545d71cbb37dd896,https://www.booking.com/hotel/tw/hong-ying-min-su.zh-tw.html,花蓮縣富世村富世村242之1號,"預訂紅瑛民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
紅瑛民宿位於秀林，距離太魯閣國家公園 300 公尺。民宿設有餐廳供客人用餐。
客房均設有電視，部分客房設有休息區供客人放鬆休憩。部分客房享有山景或河景。客房另備有拖鞋和免費盥洗用品。
民宿設有共用廚房。
客人可從事多種活動，例如騎自行車和划獨木舟。民宿還提供自行車租賃服務。",四人房－附衛浴、三人房－附私人衛浴、雙人房－附私人衛浴、雙人房－附共用衛浴、標準雙人房－附共用衛浴
440,羊兒煙囪民宿,9.4,好極了,115 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/156691775.jpg?k=9a764b1f69e73fa7e99ef92a1a1b66e398fd2bea6237e51a4333853dc23b370e,https://www.booking.com/hotel/tw/sheep-house-homestay.zh-tw.html,花蓮縣吉安南海九街11號,"預訂羊兒煙囪民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
羊兒煙囪民宿距離吉安火車站不到 10 分鐘車程，設有綠意盎然的花園和舒適的客房，提供免費自行車租借服務及全館免費 WiFi。
民宿距離花蓮火車站 20 分鐘車程，距離花蓮機場不到 30 分鐘車程，距離熱門的花蓮遠雄海洋公園僅 10 分鐘車程。
客房各有獨特的主題設計，配備空調、木地板、乾淨的寢具、平面有線電視、電熱水壺、冰箱和休息區。私人衛浴提供淋浴設施、吹風機和免費盥洗用品。
客人可以在民宿租車造訪附近景點，觀光旅遊櫃檯提供票券服務，並可協助安排旅遊行程。民宿還設有行李寄存處及室外兒童遊樂場。
民宿每日在公共用餐區供應早餐，並備有燒烤設施供客人使用，距離各式各樣的在地小吃攤亦不到 15 分鐘車程。",雙人房、家庭房（4 位成人）
441,夏洛克Villa 民宿,9,好極了,114 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/234135428.jpg?k=239514f1d9e7ef7297dffc86dc77f66089ea60d0b16f97fba7ba148fd02cfaeb,https://www.booking.com/hotel/tw/xia-luo-ke-villa-min-su.zh-tw.html,花蓮縣吉安干城二街125巷12號,"Summer Rocker Villa 位在吉安，距離蓮城蓮花園 2.4 公里，有餐廳、免費私人停車位、免費自行車租借服務和室外游泳池。這間住宿設有花園，距離吉安慶修院不到 5 公里。每間客房都有池景戶外休息區和 WiFi（免費）。
客房均提供空調、有線頻道平面電視、冰箱、電熱水壺、熱水按摩池、吹風機和書桌。 Summer Rocker Villa 的部分房間設有附淋浴設施和免費盥洗用品的私人衛浴，還享有湖景。
這間住宿每天供應美式早餐。
Summer Rocker Villa 有露台。 Summer Rocker Villa 的住客可以在吉安及附近地區進行各種活動，如騎自行車。
這間住宿距離知卡宣森林公園 7 公里，距離花蓮慈惠堂 8 公里。最近的機場是花蓮機場，距離 Summer Rocker Villa 11 公里。",湖景特大雙人床房、湖景三人房、湖景四人房、湖景家庭房
442,逸心園民宿,8.9,很棒,372 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/81860781.jpg?k=0a0ef62e7955865b75f8852c5b6eb0ae80df49db2547bd682d07f263cee7846c,https://www.booking.com/hotel/tw/yi-xin-yuan-min-su.zh-tw.html,花蓮縣平和村大學路二段63巷51號,"Yishin Garden B&B 位於平和村，設有共用休息室，提供 WiFi（免費），距離花蓮市 12 公里。館內提供私人停車位。
所有房型都有戶外休息區、空調、平面電視，以及私人衛浴，並提供淋浴設施和拖鞋。住宿提供微波爐、冰箱和電熱水壺。
Yishin Garden B&B 的住客可以享用歐陸式或自助式早餐。
這間住宿提供露台和花園。
最近的機場是花蓮機場，距離 Yishin Garden B&B 16 公里。",標準雙人房、標準三人房、四人房－附露台、家庭套房、家庭房－附衛浴、高級加大雙人床房、園景四人房、日式四人房
443,Chuline Hotel,5.9,評分,124 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/106303385.jpg?k=85a2599332f26a15c9c80a31089279f085d5a677db49d505b86a2cbc73e7fb62,https://www.booking.com/hotel/tw/chuline-hotel.zh-tw.html,"花蓮縣花蓮市Hualien CityNo. 336, Heping Road","奇萊大飯店位於花蓮市中心，客房裝潢簡約舒適，提供免費網路。
飯店距離著名的東大門夜市步行僅 13 分鐘。開車短短不到 12 分鐘即可抵達松園別館和花蓮車站。
奇萊大飯店的員工親切友善，可協助行李寄存及安排觀光旅遊行程。公共休息區可供住客放鬆休憩，並提供免費 WiFi。",四人房－附衛浴、雙人房－附私人衛浴、家庭房－附私人衛浴、小型雙人／雙床房、三人房－附私人衛浴
444,拾光時光民宿,8.6,很棒,55 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/244171270.jpg?k=fae799256eaadd4fa2ae2640e7b5eb1cfbea64dead7a36c65fec59fcfe031d8d,https://www.booking.com/hotel/tw/shi-guang-shi-guang-min-su.zh-tw.html,花蓮縣花蓮市Hualien City國富十街220號1樓,"Light Time Homestay 位在花蓮市，距離松園別館 3.9 公里，距離慈濟靜思堂不到 1 公里，提供 WiFi（免費）和空調，開放花園供住客使用。
Light Time Homestay 距離花蓮縣立體育場 1.7 公里，距離花蓮天惠堂 1.8 公里。最近的機場是花蓮機場，距離這間住宿 4 公里。",加大雙人床房、標準雙床房、四人房、家庭套房
445,伊達斯酒店,7.1,好,92 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/89983470.jpg?k=51280eea5fb5f8ea06b257058a98a7c81f95b808ec100876041d2535671cc9bc,https://www.booking.com/hotel/tw/idas-boutique-hotel.zh-tw.html,花蓮縣花蓮市Hualien City府前路508號,"伊達斯精品酒店是一家典雅的飯店，距離七星潭僅有 10 分鐘車程，裝潢別緻的客房鋪有地毯，並提供免費 WiFi。
這座現代化的飯店距離花蓮機場和花蓮火車站僅有 10 分鐘車程，距離風景如畫的太魯閣國家公園有 30 分鐘車程，距離松園別館僅有 6 分鐘車程。
客房設有平面電視、空調、寬敞的工作空間和沏茶／咖啡沖煮設施。私人衛浴設有獨立的淋浴區、浴缸和吹風機。
伊達斯酒店設有 24 小時接待櫃檯、商務中心和宴會設施。館內亦提供自行車租賃服務，設有行李寄存處和觀光旅遊櫃檯。
館內餐廳供應自助早餐和粵式料理。",標準雙人房、標準雙床房、四人房、三人房
446,日光海岸民宿,8.6,很棒,391 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/28452197.jpg?k=b34ba6ab3c69faa8768a8e1b6e692d83e0b172b7a2482ab88ac6cc5f381da26e,https://www.booking.com/hotel/tw/sunny-ocean-bnb.zh-tw.html,花蓮縣鹽寮村福德123號,"日光海岸民宿位於花蓮縣壽豐鄉，館內各處均可使用免費無線網路連接。
這間民宿距離花蓮遠雄海洋公園有 5 分鐘車程，距離花蓮火車站有 30 分鐘車程。
館內客房設有平面電視和空調，另外也設有用餐區（附冰箱和電熱水壺）。私人衛浴設有淋浴設施、吹風機和免費盥洗用品。部分客房還可享有海景。房內另備有書桌。
館內另設有共用休息室、提供票務服務並設有觀光旅遊櫃檯。民宿設有免費停車場。",雙人房－附淋浴、雙人房－附浴缸、四人房、家庭房（6 位成人）、小木屋、標準四人房
447,法羅米民宿-旅成館,8.7,很棒,71 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/235852217.jpg?k=8f3515416521f16fb762e37bc87e82285ea08d210f37a9f40d81692a8769d754,https://www.booking.com/hotel/tw/fa-luo-mi-min-su-lu-cheng-guan.zh-tw.html,花蓮縣瑞穗鄉國光南路60巷80號,"Follow Me Travel Homestay 距離瑞穗農場 6 公里，提供 WiFi（免費）和免費私人停車位。
每個房型都設有私人衛浴和淋浴設施、空調、平面電視以及冰箱。
Follow Me Travel Homestay 提供露台供住客使用。
最近的機場是花蓮機場，距離這間住宿 64 公里。",豪華雙人房－附陽台、經濟雙人房
448,旅行者之家二館,8.6,很棒,177 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/284967125.jpg?k=f09a408b98b2a4c90a959c473cc88f2dd8c9dda8ee238853b7b71638bc3aa143,https://www.booking.com/hotel/tw/the-home-of-traveller-b-n-b-ii.zh-tw.html,花蓮縣花蓮市Hualien City國聯二路82號,"旅行者之家二館位於花蓮，提供附免費 WiFi 和空調的客房。民宿可為客人提供當地旅遊資訊，距離花蓮火車站 10 分鐘步行路程。
民宿距離松園別館 10 分鐘車程，距離七星潭風景區、花蓮機場及東大門夜市皆約 15 分鐘車程。距離太魯閣國家公園 40 分鐘車程。
所有客房均設有平面有線電視、休息區和梳妝台。部分客房設有附淋浴、吹風機及免費盥洗用品的私人衛浴。
客人可使用公共用餐區、客廳和室外頂樓休息區。",大型雙人房、標準雙人房－附共用衛浴、標準四人間- 帶共用浴室、經典三人房、加大雙人床房－僅限 3 小時
449,快樂翅膀民宿,9.6,傑出,378 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/211387279.jpg?k=30d9aaab3b7a46e94f12f8f26bd33a8d625556b873c15c1192a3f7919ea01199,https://www.booking.com/hotel/tw/kuai-le-chi-bang-min-su.zh-tw.html,花蓮縣花蓮市Hualien City福建街159號,"預訂快樂翅膀民宿可享 Genius 折扣！只要登入，預訂此住宿即可省一筆。
Happy Wing Guesthouse 位於花蓮市，提供 WiFi（免費）、空調、免費自行車租借服務和共用休息室，距離 Beibin Park Beach 1.2 公里，距離松園別館 3.1 公里。館內提供私人停車位。
Happy Wing Guesthouse 設有座位區以及附淋浴設施的私人衛浴，且提供拖鞋、吹風機和平面電視。住宿提供冰箱和電熱水壺。
這間住宿有露台。
Happy Wing Guesthouse 提供租車服務。
Happy Wing Guesthouse 附近的人氣景點包括花蓮城隍廟、東線鐵道遺址和花蓮鐵道文化園區。最近的機場是花蓮機場，距離這間住宿 6 公里。",豪華四人房、加大雙人床房－附陽台、四人房－附浴缸、四人房－附浴缸、家庭房－附露台、三人房－附私人衛浴
450,城中物語,8.4,非常好,156 則評語,https://cf.bstatic.com/xdata/images/hotel/square600/67673921.jpg?k=db3b42b71389b12e5323f2b3f862a5703ccaa129a458ededf7785e0e0016d57a,https://www.booking.com/hotel/tw/story-inn-city-hualien-county.zh-tw.html,花蓮縣花蓮市Hualien City信義街36-6號,"城中物語位於花蓮。並提供免費 WiFi。
所有客房均設有電視和空調。私人衛浴配有淋浴設施、浴缸或淋浴設備，以及吹風機。另備有床單和清潔用品。",奢華四人房、經濟雙人房、8 床混合宿舍房的 1 個床位、雙人房
